Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                                  14             raw__compile <cycle 1> [171]
[662]    0.0    0.00    0.00      14         f2__compile__globalize_var_exp <cycle 1> [662]
                0.00    0.00      13/13          f2__compile__globalize_var [681]
                0.00    0.00      13/93042       f2__list_cdr__set [149]
                0.00    0.00      15/379045      raw__cons__is_type [103]
                0.00    0.00      55/43181355     raw__array__elt [4]
                0.00    0.00      55/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00      55/43576003     f2traced_array__elt [132]
                0.00    0.00      15/1988022     raw__larva__is_type [286]
                                  13             raw__compile <cycle 1> [171]
-----------------------------------------------
                0.00    0.00      18/18          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[663]    0.0    0.00    0.00      18         pcfunk__frame__lookup_type_var_value [663]
                0.00    0.00      19/33718       raw__simple_length [172]
                0.00    0.00      20/236943      f2__frame__lookup_type_var_value [70]
                0.00    0.00     159/43181355     raw__array__elt [4]
                0.00    0.00     166/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00     165/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.00       1/1           f2__initialize [216]
[664]    0.0    0.00    0.00       1         f2__bytecodes__initialize [664]
                0.00    0.00       1/2           f2__bytecodes__reinitialize_globalvars [658]
                0.00    0.00       1/34392       f2__frame__add_type_var_value [40]
                0.00    0.00       1/3           f2_bytecodes_c__cause__new [695]
                0.00    0.00       1/14          f2exception__new [726]
                0.00    0.00       1/1368        new__symbol [473]
                0.00    0.00       1/3227        funk2_memory__global_environment [528]
                0.00    0.00       1/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00       1/8961        initial_cause [955]
-----------------------------------------------
                0.00    0.00      18/18          f2__compile__mutate_exp <cycle 1> [647]
[665]    0.0    0.00    0.00      18         f2__compile__var__mutate [665]
                0.00    0.00      17/17          f2__compile__type_var__mutate [704]
                0.00    0.00      17/1119799     f2cons__new [10]
-----------------------------------------------
                0.00    0.00       4/4           f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[666]    0.0    0.00    0.00       4         f2__physical_rotation__multiply [666]
                0.00    0.00       6/64          raw__physical_rotation__new_from_c_double_array [510]
                0.00    0.00      10/10          raw__physical_rotation__to_c_double_array [768]
-----------------------------------------------
                0.00    0.00      31/31          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[667]    0.0    0.00    0.00      31         pcfunk__physical_transform__new [667]
                0.00    0.00      31/33718       raw__simple_length [172]
                0.00    0.00     159/43181355     raw__array__elt [4]
                0.00    0.00     158/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00     156/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.00       1/2           funk2_module_registration__reinitialize_all_modules [493]
                0.00    0.00       1/2           f2__thought_process__initialize [516]
[668]    0.0    0.00    0.00       2         f2__thought_process__reinitialize_globalvars [668]
                0.00    0.00       2/34392       f2__frame__add_type_var_value [40]
                0.00    0.00      38/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       2/15593       f2__ptypehash__new [135]
                0.00    0.00       2/3227        funk2_memory__global_environment [528]
                0.00    0.00       2/1491        f2__environment__add_type_var_value [615]
                0.00    0.00      38/27315       f2symbol__new [952]
                0.00    0.00       2/8961        initial_cause [955]
-----------------------------------------------
                0.00    0.00      22/22          f2__make_metro [577]
[669]    0.0    0.00    0.00      22         f2metro__new [669]
                0.00    0.00      22/22          f2metro__new__trace_depth [670]
-----------------------------------------------
                0.00    0.00      22/22          f2metro__new [669]
[670]    0.0    0.00    0.00      22         f2metro__new__trace_depth [670]
                0.00    0.00     189/6497312     raw__array__elt__set__trace_depth [21]
                0.00    0.00      20/1279901     f2__primobject__new__trace_depth [13]
-----------------------------------------------
                0.00    0.00      33/33          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[671]    0.0    0.00    0.00      33         pcfunk__physical_position__new [671]
                0.00    0.00      30/33718       raw__simple_length [172]
                0.00    0.00     153/43181355     raw__array__elt [4]
                0.00    0.00     159/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00     159/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.00       1/2           pcfunk(float, int, bool,...)(long double) [713]
                0.00    0.00       1/2           funk2__init [80]
[672]    0.0    0.00    0.00       2         f2(float, int, bool,...)(long double) [672]
                0.00    0.00       2/2           f2__global_scheduler__add_fiber_parallel [707]
                0.00    0.00       2/1753        f2__fiber__new [246]
                0.00    0.00       2/4798098     raw__array__elt__set [30]
-----------------------------------------------
                0.00    0.00      99/99          f2__fiber__execute_bytecode <cycle 1> [3]
[673]    0.0    0.00    0.00      99         f2__fiber__bytecode__set__args_reg [673]
                0.00    0.00     101/1597317     f2__fiber__increment_pc [37]
                0.00    0.00      91/4798098     raw__array__elt__set [30]
